"id","CTR"
6478,0.0582295358181
3956,0.12720787525177
6257,0.108970120549202
9546,0.166315913200378
1163,0.213885933160782
7754,0.340016931295395
8269,0.389567404985428
7324,0.302590936422348
8592,0.138120695948601
1782,0.138836681842804
8993,0.0216560382395983
2129,0.280464708805084
8300,0.268009155988693
1625,0.546091735363007
4291,0.293060660362244
3205,0.191540092229843
6808,0.276469558477402
3732,0.483580678701401
6660,0.0550700128078461
2695,0.0597980245947838
9638,0.671128749847412
5478,0.077283039689064
6763,0.171179294586182
5264,0.770474791526794
1577,0.0529986768960953
8474,0.159642323851585
7961,0.167973458766937
1332,0.225830167531967
9633,0.169130966067314
7057,0.190794602036476
3677,-0.0129836453124881
5898,0.731892287731171
9680,0.120964892208576
5623,0.281234800815582
8410,0.174134612083435
2621,0.0858703777194023
6591,0.233592376112938
8140,0.144317135214806
4266,0.00990339461714029
9333,0.237611144781113
9563,0.141744717955589
7418,0.21111860871315
6923,0.102576687932014
3193,0.524492144584656
3469,0.146921798586845
1386,0.060667846351862
3701,0.129233226180077
1638,0.111591301858425
4692,0.234934151172638
9789,0.188944384455681
6988,0.157055348157883
4516,0.422969818115234
1256,0.0633782148361206
4114,0.00651907175779343
5949,0.302872598171234
2361,0.139300361275673
7614,0.00616741320118308
2670,0.590514719486237
4658,0.110673032701015
6410,0.215376049280167
4837,0.411862790584564
4169,0.183936387300491
1187,0.132529944181442
4065,0.135180547833443
8126,0.0906087458133698
3481,0.217282995581627
9426,0.15502841770649
6405,0.550152659416199
9233,0.36373570561409
2415,0.0214402358978987
6254,0.114646844565868
1886,0.117880582809448
8085,0.148951575160027
6109,0.175213605165482
1570,0.31011751294136
7681,0.20193937420845
6247,0.0485073924064636
7983,0.197751328349113
5166,0.154249802231789
2180,0.165637969970703
7708,0.164402559399605
4327,0.546310663223267
2373,0.160060897469521
1673,0.0652337074279785
6316,0.19273741543293
2592,0.1455909460783
9030,0.16303962469101
6224,0.274312496185303
2480,0.197107687592506
1160,0.050173107534647
7831,0.20837277173996
4441,0.139138340950012
5350,0.00147912884131074
8149,0.231803357601166
7470,0.217425152659416
7245,0.155210360884666
5519,0.188324481248856
8296,0.264397174119949
6465,0.149114862084389
9011,0.337644755840302
3472,0.16766631603241
2548,0.201351553201675
8557,0.00484799314290285
9475,0.194065675139427
2731,0.123485833406448
5913,0.051091093569994
8169,0.0785462781786919
7537,0.252548098564148
4003,0.231205627322197
8814,0.229529455304146
2032,0.30821704864502
4947,0.14510814845562
6704,0.239411026239395
2458,0.261174410581589
7967,0.224507763981819
4095,0.185596734285355
7609,0.15328648686409
9532,0.129175677895546
9367,0.117953076958656
8756,0.00121336232405156
6573,0.0769535750150681
3249,0.139821752905846
1422,0.153368160128593
2643,0.108344584703445
6555,0.0163326282054186
4367,0.237156316637993
6752,0.164129391312599
1617,0.108688220381737
9120,0.133342355489731
4322,0.18679840862751
5722,0.286149978637695
1062,0.201586112380028
4987,0.223974838852882
4439,0.0929524078965187
5116,0.121983952820301
3555,0.100458487868309
6498,0.229995653033257
5060,0.131713137030602
1647,0.245131775736809
5616,0.201949000358582
8359,0.223949566483498
1138,0.110003270208836
6569,0.235349372029305
3793,0.115569956600666
6576,0.222479566931725
8379,0.330627977848053
7964,0.00445699179545045
1943,0.189641088247299
3882,0.907939553260803
3950,0.015724278986454
7082,0.40213543176651
4661,0.259862691164017
8703,0.179382026195526
6665,0.115966342389584
5283,0.246764004230499
1630,0.204201355576515
7033,0.557768821716309
4958,0.205149933695793
1071,0.197229653596878
7481,0.190067619085312
3935,0.200967088341713
7539,0.152198269963264
9637,0.135240912437439
7747,0.115966342389584
9960,0.823251664638519
5304,0.297139763832092
